m2_terreno,cantidad_personas,orientacion,forma_terreno,cantidad_dormitorio,cantidad_bano,m2_cocina,m2_estar_comedor,m2_dormitorios_total,m2_banos_total,costo_estimado,tiempo_meses,layout_key_target
211,4,2,angosto,2,2,8.9,22.2,26,8.1,48849,7,2-dorm
346,2,1,cuadrado,1,1,8.9,31.5,13.4,4.9,45663,7,1-dorm
301,3,4,ancho,2,1,8,28.2,24.1,4.5,56817,6,2-dorm
167,3,3,ancho,2,1,11.2,17.6,18.9,3.3,47079,5,2-dorm
355,2,4,ancho,2,1,7.3,22.3,27.8,5,61265,5,2-dorm
357,4,2,angosto,3,2,6.9,32.6,39.2,7.9,75027,8,3-dorm-largo
206,3,1,irregular,2,1,8.6,18.4,24.4,4.6,44926,6,2-dorm
375,3,4,angosto,2,1,7.8,29.9,18.7,4.2,51612,6,2-dorm
181,2,1,irregular,1,1,10.6,15.6,13.9,3.4,30510,5,1-dorm
146,4,4,irregular,3,1,8.8,16.9,27.2,4.8,49043,7,3-dorm-compacto
338,3,2,angosto,3,2,10.5,26.1,32.1,9.4,75114,7,3-dorm-largo
439,2,1,irregular,2,1,9.9,28.2,27.8,4.9,51893,7,2-dorm
345,4,1,irregular,3,1,10.9,33.2,39,3.6,70363,9,3-dorm-largo
223,2,1,cuadrado,2,1,8.6,17.1,22.6,4.9,42904,7,2-dorm
133,3,2,angosto,2,1,8.4,13,21.6,4.9,35686,5,2-dorm
126,3,3,cuadrado,2,1,9.1,10.9,29.6,3.9,40058,5,2-dorm
372,2,3,ancho,1,1,12.6,31.9,11.8,4.7,49666,7,1-dorm
127,2,3,cuadrado,2,2,11.6,8.8,25.4,7,46292,6,2-dorm
181,1,4,cuadrado,1,1,7.9,12.8,11.8,4.4,31982,4,1-dorm
300,1,2,angosto,2,1,7.9,23.9,22,3.3,45380,6,2-dorm
279,3,1,cuadrado,3,1,7.8,21.4,38,3,45974,7,3-dorm-compacto
336,1,2,ancho,1,1,8.8,18.9,14.5,3.8,36824,4,1-dorm
394,3,1,ancho,2,2,8.7,31.1,19.1,9.2,52529,5,2-dorm
108,3,3,angosto,3,2,8.9,8.9,40.8,9.7,60543,6,3-dorm-largo
179,3,3,angosto,3,1,6.3,17.1,43.8,3.9,62331,5,3-dorm-largo
399,3,1,cuadrado,2,2,11.6,34.2,29.4,8.6,74247,7,2-dorm
405,1,3,angosto,1,1,7.5,24.8,14.9,3.6,36205,7,1-dorm
158,3,1,ancho,2,2,7.9,16.8,27.7,9,59803,7,2-dorm
376,2,1,angosto,1,1,10.8,32.5,10.5,3.9,51300,6,1-dorm
341,4,3,cuadrado,3,2,6.1,31.3,33.1,6.1,53775,5,3-dorm-compacto
113,4,2,cuadrado,2,2,9.8,13.2,29.1,7.9,44334,7,2-dorm
160,2,1,ancho,2,1,10.1,11.5,20.8,3.7,32723,4,2-dorm
280,2,4,angosto,3,2,9.2,17.8,43.5,6.5,65847,5,3-dorm-largo
213,2,2,angosto,1,1,8.7,20.1,14.1,3.1,33260,4,1-dorm
331,2,2,irregular,1,1,11.4,27,9.6,4.2,41255,6,1-dorm
234,3,2,angosto,2,1,7.7,22.4,28.3,3.1,40358,6,2-dorm
164,4,1,cuadrado,3,2,8.6,15.3,40.6,9.5,54195,5,3-dorm-compacto
153,4,3,ancho,3,3,11.1,13.9,34.3,10.1,48977,6,3-dorm-largo
153,2,2,cuadrado,2,2,11,12.5,21.4,7.3,34725,6,2-dorm
229,3,4,ancho,3,1,6.3,17.7,39.6,5,54188,7,3-dorm-largo
342,1,3,angosto,1,1,11.5,18.9,14.8,4.7,42204,4,1-dorm
269,2,2,ancho,2,2,12.3,19.6,20,6.2,45368,5,2-dorm
172,2,1,ancho,2,1,9.5,13.8,25.1,3.2,36453,7,2-dorm
207,2,2,irregular,2,1,7.4,18.5,27.8,4.7,37990,6,2-dorm
338,2,1,irregular,1,1,10.3,24.6,9.6,4.5,39346,5,1-dorm
112,2,3,ancho,2,2,6.9,7.5,18.9,8,40228,5,2-dorm
338,4,2,ancho,3,1,13.8,35.4,37.5,4.7,63818,8,3-dorm-largo
131,1,4,irregular,1,1,9.8,9.1,14.7,4.8,32266,5,1-dorm
132,4,3,angosto,3,1,9.1,11.2,27.8,3,39360,5,3-dorm-largo
100,3,2,angosto,2,1,5.7,7.4,22.5,5,27344,5,2-dorm
450,3,2,cuadrado,3,2,9.3,38.5,31.9,8.9,87010,9,3-dorm-compacto
444,1,3,irregular,2,1,11.3,28.7,25.3,4.3,58000,5,2-dorm
294,2,2,cuadrado,2,2,6.4,26.6,21,9,44543,7,2-dorm
402,1,1,cuadrado,1,1,12,33.6,10.6,3.9,54422,6,1-dorm
312,1,2,angosto,2,1,6.5,23.5,26.4,4.7,57831,6,2-dorm
341,4,1,irregular,3,2,6.8,36,28.6,7.2,58478,7,3-dorm-largo
342,4,1,angosto,2,2,6.6,36.3,25.4,7.8,73179,6,2-dorm
301,1,3,ancho,2,1,9,18.9,18.5,4.3,42158,7,2-dorm
370,4,1,irregular,2,2,7.7,33.8,28.7,10,53117,8,2-dorm
387,3,2,ancho,2,1,6.6,30.4,20.3,4.2,61402,5,2-dorm
130,3,3,ancho,2,1,6.2,12.5,23.4,3.4,42477,4,2-dorm
203,3,4,ancho,2,1,6.8,18.7,29.4,3.8,40938,6,2-dorm
302,3,4,angosto,2,1,9.8,25.4,29.9,4.8,60645,5,2-dorm
328,1,2,angosto,1,1,8,17,12.6,3.4,38972,4,1-dorm
196,1,2,angosto,2,1,10.4,16,28.3,3.6,52003,7,2-dorm
219,4,3,angosto,3,2,12.1,21.7,38.1,9.1,61559,7,3-dorm-largo
274,2,3,angosto,1,1,12.3,20.9,13.6,3.6,37948,5,1-dorm
433,3,2,cuadrado,3,1,8.6,45.3,43,4.5,82831,8,3-dorm-compacto
309,2,3,irregular,2,2,9.3,23.7,26.5,7.6,54681,6,2-dorm
381,4,4,irregular,3,2,5.3,39.4,42.3,7.8,89297,8,3-dorm-compacto
144,3,3,angosto,2,1,5.6,15.2,27,4.2,33912,6,2-dorm
377,4,1,irregular,3,1,6.7,42.5,33.6,4.3,86981,7,3-dorm-largo
132,4,4,cuadrado,3,2,11.1,11.7,28.3,8.4,54498,5,3-dorm-compacto
254,3,3,cuadrado,3,2,10.3,21.3,39.8,7.6,66816,7,3-dorm-compacto
439,4,2,irregular,2,1,5.7,40.3,19.7,4.7,60208,5,2-dorm
406,1,4,angosto,2,1,11.9,32.2,23.6,3.5,47806,5,2-dorm
312,4,3,irregular,3,2,7,31.3,30.2,8.4,66598,5,3-dorm-largo
237,3,2,ancho,2,1,13.4,25,22.9,3.3,58637,7,2-dorm
182,1,2,irregular,1,1,10.1,13.2,11.8,3.4,34575,5,1-dorm
113,3,1,cuadrado,2,1,6.6,9.8,18.5,3.5,33423,4,2-dorm
429,4,4,irregular,3,1,6.7,37.7,35.5,3.1,74005,9,3-dorm-compacto
188,4,3,cuadrado,3,3,7.5,20.8,27.8,14.9,48814,7,3-dorm-compacto
252,3,3,cuadrado,2,2,9.8,25.4,20.2,6.1,59669,5,2-dorm
287,4,3,ancho,3,2,8.6,33.4,41.9,7.5,74470,8,3-dorm-largo
292,4,2,cuadrado,3,3,12,26,31.8,12.7,65583,8,3-dorm-compacto
280,2,2,ancho,2,2,6.5,22.3,29.5,7.7,53375,7,2-dorm
287,1,2,cuadrado,2,2,10.8,17.8,24.9,9.6,44427,5,2-dorm
143,2,1,irregular,2,2,8.1,9,18.5,8.3,42110,4,2-dorm
240,3,1,irregular,3,3,9,19.3,27.3,13.6,68958,5,3-dorm-compacto
278,4,2,ancho,2,1,12.9,32.5,28.3,3.9,66605,5,2-dorm
131,4,1,cuadrado,3,3,12.9,13,37,9.3,71951,7,3-dorm-compacto
163,2,1,irregular,2,1,11.5,12.4,27.7,4.8,46143,6,2-dorm
201,1,2,irregular,1,1,7.4,10.7,9.6,3.1,20962,4,1-dorm
355,2,1,cuadrado,2,1,9.8,25.1,21.6,3.7,48235,6,2-dorm
427,2,2,ancho,2,1,12.4,29.1,27.4,4.1,71915,6,2-dorm
284,2,1,ancho,1,1,10.4,25.9,13.4,3.8,38905,7,1-dorm
217,3,3,irregular,2,1,5.6,18.3,19.7,4,36852,5,2-dorm
158,2,2,irregular,2,1,8,12.2,25.1,4.2,43211,4,2-dorm
134,2,3,ancho,1,1,12.1,9.2,12.1,3.9,34783,4,1-dorm
384,4,1,ancho,2,1,6.6,39.7,20,4.1,66645,5,2-dorm
382,3,3,cuadrado,2,1,6.1,29.5,28,4.1,56979,7,2-dorm
296,2,1,irregular,1,1,10.2,21.8,9.5,3.9,30458,4,1-dorm
429,1,1,irregular,2,1,6.6,23.3,23,3.4,45249,5,2-dorm
174,2,4,angosto,2,1,11.2,14,27,3.1,48016,6,2-dorm
187,3,4,angosto,2,2,10,19.1,23.4,8.6,48231,7,2-dorm
134,1,3,ancho,1,1,11.5,7.4,11,4.8,24307,5,1-dorm
117,2,3,irregular,2,2,7.8,8.1,23.3,8.1,31827,5,2-dorm
396,3,3,angosto,2,1,9.4,34.4,22.7,3.8,62482,5,2-dorm
407,2,1,angosto,2,2,12.1,38.6,27,7.2,58807,7,2-dorm
111,3,4,ancho,3,3,13,11.5,44.8,10.4,73204,5,3-dorm-largo
279,2,4,ancho,2,1,8.9,22.7,22.2,4.1,52186,6,2-dorm
220,1,4,ancho,2,2,6.7,17.3,29.2,8.6,50369,7,2-dorm
174,2,2,cuadrado,2,2,9.4,14.4,20.9,6.6,44259,6,2-dorm
119,2,3,ancho,2,1,12.9,10.5,27.3,3.2,42323,5,2-dorm
301,4,2,irregular,2,1,7.6,33.3,19.6,3.8,63099,5,2-dorm
442,1,2,angosto,1,1,9.4,27,10.9,4.4,44736,6,1-dorm
312,3,1,angosto,2,1,6.5,28.3,24.9,4.7,55805,6,2-dorm
155,3,1,irregular,2,1,6.8,11.8,21.2,4.3,37320,5,2-dorm
391,1,2,irregular,2,1,7.5,23.7,20.1,3.4,37083,5,2-dorm
250,2,2,irregular,2,1,6.1,21.6,21.9,4.5,46889,6,2-dorm
287,4,3,cuadrado,2,1,13.6,27.8,20.8,3.6,43902,5,2-dorm
151,1,2,cuadrado,2,1,13.2,8.1,24.9,3.3,48225,5,2-dorm
342,1,3,irregular,1,1,7.2,24.2,9.6,3.7,43182,5,1-dorm
442,2,2,irregular,2,1,6.1,29.1,21.1,4.5,52792,5,2-dorm
260,1,3,ancho,2,1,6.2,14.4,18,3.4,34613,5,2-dorm
318,4,3,ancho,3,2,8.7,29.4,29.1,7.1,66749,6,3-dorm-largo
256,1,4,cuadrado,1,1,9.2,16,13.7,3.5,29291,5,1-dorm
205,4,1,ancho,3,2,8,22.4,36.5,9,69666,7,3-dorm-compacto
285,4,1,cuadrado,3,1,7.1,30.3,27.8,3.6,64384,7,3-dorm-compacto
444,1,4,cuadrado,1,1,13.6,37.5,10.3,4.4,53873,6,1-dorm
104,1,2,angosto,1,1,7.1,8.8,11.6,4.1,29521,5,1-dorm
243,1,1,irregular,2,2,11.5,19.9,19.7,7.1,40420,7,2-dorm
448,4,1,cuadrado,2,1,9.6,40.2,21.7,3.1,49313,5,2-dorm
426,3,1,irregular,2,2,11.1,31.9,19.7,9.6,52208,6,2-dorm
206,1,3,ancho,1,1,13.8,17,9.3,3.4,39913,5,1-dorm
319,1,1,cuadrado,1,1,6.3,16.9,11.1,3.1,27371,4,1-dorm
369,1,1,cuadrado,1,1,7.9,26.6,9.9,4.3,35847,5,1-dorm
203,4,4,ancho,2,1,8.3,23.6,18.4,3.6,43054,5,2-dorm
197,3,4,irregular,3,2,7.3,19.8,34.5,6.8,60239,5,3-dorm-largo
446,4,4,cuadrado,3,2,7.4,52.2,40.2,9.9,82324,8,3-dorm-compacto
286,1,3,irregular,1,1,6,23.4,10.3,4.1,32109,5,1-dorm
244,4,2,irregular,2,2,9.6,26.5,24.3,9.9,49411,6,2-dorm
337,4,4,ancho,2,1,8.5,38.1,28.7,3.2,59627,7,2-dorm
175,3,2,angosto,2,1,12.4,18.4,18.9,4.1,40854,5,2-dorm
383,3,3,irregular,2,1,5.9,36.6,23.6,3.2,51619,7,2-dorm
249,4,3,irregular,3,2,7.2,26.8,42.6,6.5,68430,9,3-dorm-largo
367,2,2,angosto,1,1,10.6,22.8,10.4,3,38388,5,1-dorm
200,4,4,irregular,3,2,9.7,18.3,36.5,8.1,66071,5,3-dorm-compacto
289,4,2,cuadrado,3,2,10.8,26.3,37.6,7.7,64595,8,3-dorm-compacto
203,2,2,ancho,1,1,9.3,15.2,10.9,3.1,30745,4,1-dorm
298,2,4,ancho,2,2,11.1,22.1,19.8,7.6,52962,7,2-dorm
262,2,4,cuadrado,2,2,7.5,18.8,19.7,7.6,51027,7,2-dorm
381,1,2,irregular,2,1,7,22.3,21.7,4.4,42634,5,2-dorm
192,2,2,ancho,2,1,6.4,14.7,26.8,3.2,48397,7,2-dorm
338,1,2,cuadrado,1,1,7.8,17.3,14.8,3.2,37295,5,1-dorm
383,2,1,cuadrado,2,1,7.3,31.3,27.4,4.2,58139,6,2-dorm
319,4,3,irregular,2,1,7.6,30.2,24.4,4.4,51989,5,2-dorm
161,2,3,angosto,2,2,9.5,10.5,24.1,7.1,49338,6,2-dorm
164,4,1,ancho,3,1,13.7,14.8,32.2,3,55625,5,3-dorm-largo
309,2,1,angosto,3,1,11.2,26.3,28.7,4.1,45793,5,3-dorm-largo
114,3,2,angosto,2,1,10.5,8.4,26.8,3.5,34033,5,2-dorm
410,2,3,cuadrado,2,1,12.9,29.4,22,3.7,63659,5,2-dorm
199,1,2,irregular,1,1,10.7,14.7,10.3,3.8,32587,4,1-dorm
195,4,2,angosto,2,2,10.6,22.7,21.4,6.9,56311,7,2-dorm
394,3,1,ancho,2,1,6.3,32.6,23.9,5,66498,5,2-dorm
196,3,4,angosto,2,1,7.7,17.8,18.1,4.7,46352,4,2-dorm
260,3,3,ancho,3,2,9.8,23.7,35.7,7.7,70066,7,3-dorm-largo
205,2,4,cuadrado,1,1,7.1,13.2,10.5,4.3,30191,5,1-dorm
321,2,3,ancho,1,1,7.9,24.3,11.1,3.4,34687,4,1-dorm
389,3,1,ancho,2,2,13.8,33.8,24.5,6.4,72710,7,2-dorm
110,3,4,angosto,2,1,11.4,9.1,22.2,3.4,36931,5,2-dorm
241,2,2,angosto,2,1,8.8,22.1,19.6,3.6,37131,6,2-dorm
160,1,1,ancho,1,1,6.9,11.2,10.6,4.7,32485,5,1-dorm
230,2,4,ancho,1,1,12.3,19.5,11.7,3.1,40536,5,1-dorm
249,1,3,ancho,1,1,8.4,15.8,9.6,4.3,26898,4,1-dorm
259,3,4,cuadrado,2,2,7.4,25.4,27.3,9.6,59208,7,2-dorm
297,2,3,irregular,2,1,5.5,21.1,18.3,3.9,40066,5,2-dorm
206,3,3,irregular,2,1,8.5,15.1,23.8,4,36721,6,2-dorm
245,4,1,irregular,3,2,10.6,21.2,36.4,9.3,76211,5,3-dorm-compacto
131,4,2,cuadrado,3,2,11.1,11.6,34.4,9.7,43926,5,3-dorm-compacto
250,4,3,cuadrado,2,1,6.6,26.9,24.1,3.1,60041,6,2-dorm
133,2,4,cuadrado,3,1,13.7,10.8,44,4.2,60575,7,3-dorm-compacto
374,2,3,angosto,1,1,5.5,28.5,9.8,4.5,38723,4,1-dorm
217,4,3,angosto,2,2,7.5,21.7,20.3,8.8,39195,6,2-dorm
430,1,1,angosto,1,1,6.3,32.4,9.5,4,43298,6,1-dorm
181,2,2,cuadrado,3,2,10.3,14.7,32.4,7.2,53912,7,3-dorm-compacto
116,1,3,cuadrado,1,1,12.5,9.6,14.2,3.2,28404,4,1-dorm
129,1,1,cuadrado,1,1,13.8,10.6,12.7,3.6,30733,4,1-dorm
432,1,1,angosto,2,1,9.8,36,29.5,4.9,76456,8,2-dorm
403,3,1,cuadrado,2,2,9.2,31.1,19.3,8.3,54870,7,2-dorm
153,3,3,irregular,2,2,8.3,14.1,18.5,6,45115,5,2-dorm
155,4,2,irregular,2,2,7.8,13.5,20.8,10,42712,7,2-dorm
417,2,3,irregular,2,1,6.6,33.7,28.9,3.5,72134,7,2-dorm
401,3,4,cuadrado,2,1,11,38.8,21.7,4.5,67393,5,2-dorm
402,2,3,ancho,2,1,11.5,31.3,29.9,4.3,53961,7,2-dorm
180,3,1,ancho,2,1,8.3,15,29.8,3.1,50111,5,2-dorm
248,2,1,irregular,2,2,9.3,22.6,25.3,6.3,47938,5,2-dorm
390,4,4,cuadrado,3,1,6.4,34.1,32.3,4.6,57440,5,3-dorm-compacto
113,1,3,cuadrado,1,1,12.1,8.6,14,3.8,33497,4,1-dorm
121,3,4,irregular,3,2,6.3,9,35.5,6,41997,7,3-dorm-largo
375,2,1,ancho,1,1,13.5,30.4,9.9,3.4,39911,5,1-dorm
420,2,2,angosto,3,3,7.5,35.8,37.6,14.6,92193,7,3-dorm-largo
119,2,4,cuadrado,2,1,9.1,8.6,20.7,4,38534,4,2-dorm
401,4,3,cuadrado,2,2,9.2,45.5,29.5,7.5,81172,7,2-dorm
431,1,4,cuadrado,2,1,12,28.7,18.5,3,51479,6,2-dorm
122,1,2,irregular,2,2,10.6,7.7,29,8.2,50610,6,2-dorm
327,2,3,irregular,2,2,5.2,28.7,18.1,9.3,48436,7,2-dorm
394,4,3,irregular,3,3,8.6,39.6,36.8,10.7,82526,8,3-dorm-largo
219,3,2,cuadrado,2,1,7.2,21.9,18.7,3.8,33747,7,2-dorm
213,1,4,angosto,1,1,9.4,12.7,14.1,3.7,26631,5,1-dorm
417,2,4,cuadrado,1,1,6.7,26,13.5,3.1,44438,4,1-dorm
175,4,1,irregular,3,1,9.3,20.4,28.9,4.3,49507,6,3-dorm-largo
211,1,2,angosto,2,1,11.9,16.8,28.7,3.7,41578,6,2-dorm
408,2,4,ancho,2,1,6.6,38.1,23.2,3.5,65150,5,2-dorm
275,2,2,ancho,2,1,6.9,25.2,26,3.3,41066,7,2-dorm
158,2,3,ancho,2,1,6.9,12.2,29.7,3.2,39099,6,2-dorm
395,4,2,cuadrado,3,2,7.2,41.9,32.5,8.9,71802,8,3-dorm-compacto
256,4,2,irregular,3,2,8,26.3,36.7,9.8,56567,9,3-dorm-largo
273,4,2,cuadrado,3,1,9.6,31.5,44.9,4,70043,7,3-dorm-compacto
251,1,2,ancho,1,1,9.6,13.3,12.1,4.9,34652,4,1-dorm
163,1,2,irregular,2,1,9,12,18.2,3.2,29635,4,2-dorm
406,2,2,angosto,2,2,5.8,35.9,27.4,6.4,73841,6,2-dorm
286,4,1,cuadrado,3,1,7.1,25.1,37.4,3.5,57203,7,3-dorm-compacto
134,3,1,irregular,3,3,11.6,13.2,43.3,11.2,77021,6,3-dorm-compacto
450,1,2,angosto,1,1,7.6,27.3,12.9,4.1,45700,6,1-dorm
392,3,3,cuadrado,2,2,10.2,34.1,29.8,9.3,55318,9,2-dorm
223,3,3,ancho,3,2,9,19.1,36.2,6.6,62664,6,3-dorm-compacto
182,4,2,angosto,3,1,9.5,16.7,39.8,3.9,67893,7,3-dorm-largo
342,4,4,cuadrado,3,3,10.3,31.3,44.1,13.4,84987,7,3-dorm-compacto
312,1,1,angosto,1,1,10.1,26.1,9.2,4.8,46173,5,1-dorm
297,3,3,irregular,2,2,5.7,27.1,24.2,7.8,48270,6,2-dorm
121,3,2,angosto,2,1,12.4,10.3,21.2,3.8,38856,4,2-dorm
165,3,2,ancho,2,1,7,17.4,27.6,3.4,36817,5,2-dorm
381,1,2,ancho,1,1,11.7,20.7,14.6,3.7,39054,6,1-dorm
419,3,1,cuadrado,3,2,9.1,32.3,43,6.5,62276,7,3-dorm-compacto
447,4,1,cuadrado,2,2,9.4,50,25.9,6,70197,9,2-dorm
372,1,1,cuadrado,2,1,13.6,24.1,19.6,3.7,44867,5,2-dorm
409,4,2,irregular,2,2,6.5,38.2,29.7,6.6,67622,9,2-dorm
359,4,2,irregular,2,2,6.8,35.3,26.8,6.1,53514,5,2-dorm
260,3,4,angosto,3,1,12.5,22.8,44.3,4.2,60271,8,3-dorm-largo
245,1,2,ancho,1,1,8.7,18.2,12.1,4.2,31430,4,1-dorm
450,1,3,ancho,1,1,7,29.5,13.5,5,37347,5,1-dorm
241,3,1,angosto,2,1,10.6,20.4,18.2,3.1,35314,7,2-dorm
392,4,3,angosto,3,1,10.6,39.7,42.6,4.7,89167,8,3-dorm-largo
236,2,1,angosto,1,1,9.5,18.9,10.9,4.2,35175,4,1-dorm
178,2,1,ancho,2,1,6.2,15.1,24,5,36231,6,2-dorm
346,2,3,irregular,3,1,6.9,29.5,41.1,4.9,56966,8,3-dorm-largo
421,4,2,cuadrado,2,1,9.1,46.7,25.3,4.3,73815,9,2-dorm
380,2,4,irregular,2,1,7.4,30.4,22,3.9,60770,7,2-dorm
427,2,3,irregular,2,1,6.5,30,22.8,4.1,57325,7,2-dorm
272,1,2,ancho,1,1,11.7,17.1,14.6,3.3,40919,5,1-dorm
396,3,4,ancho,2,2,11.8,42,26.2,7.2,58591,9,2-dorm
130,2,2,irregular,1,1,6.3,8.8,12.9,4.5,30059,4,1-dorm
226,3,1,cuadrado,2,1,13.7,19.7,23.1,3.2,49331,5,2-dorm
337,1,3,cuadrado,1,1,8.5,19.1,10.4,3.2,33843,4,1-dorm
216,4,3,angosto,3,2,5.9,24.3,29.1,6.5,53706,7,3-dorm-largo
276,3,1,ancho,2,1,7.6,25.4,19.1,4.8,41013,5,2-dorm
191,3,2,cuadrado,3,2,11.5,16.6,35.2,7.2,45927,5,3-dorm-compacto
421,4,4,angosto,2,1,6.5,38.3,23.4,4,61770,6,2-dorm
131,3,2,irregular,3,2,5.6,11.6,43.2,8.6,58038,7,3-dorm-largo
353,2,1,irregular,1,1,6.8,30.1,13.3,3.8,45290,7,1-dorm
241,4,3,angosto,3,1,7.2,23.4,36.7,3.3,65626,7,3-dorm-largo
240,1,3,ancho,1,1,13.4,16.4,11,3.4,42104,4,1-dorm
120,4,1,cuadrado,2,1,6,10.2,27.3,3.2,40076,4,2-dorm
197,4,4,cuadrado,3,1,6.4,21.3,37.8,4.7,58863,7,3-dorm-compacto
163,3,2,ancho,3,1,7.4,12.9,36.1,4,58919,5,3-dorm-compacto
191,1,2,irregular,1,1,9.2,10.5,12.1,3.3,30170,4,1-dorm
406,2,4,angosto,2,1,7.7,27,28.4,5,67451,6,2-dorm
180,1,2,irregular,1,1,10.6,9.2,12.1,3.4,27699,4,1-dorm
441,3,2,irregular,2,1,11.7,32.7,19.9,4.8,65754,5,2-dorm
159,2,4,cuadrado,2,1,11.8,12.2,19.3,3.1,32624,4,2-dorm
126,4,4,angosto,3,2,8.8,12.5,29.7,8.7,48413,6,3-dorm-largo
349,1,2,irregular,1,1,7.2,24.2,11.9,4.5,45458,5,1-dorm
165,4,4,angosto,2,1,10.7,16.9,29.8,3.4,50761,6,2-dorm
241,3,1,cuadrado,2,1,7,25.2,22.2,4.1,47886,6,2-dorm
255,1,1,angosto,1,1,8.2,18.7,14.1,3.1,30819,4,1-dorm
266,3,1,angosto,2,1,5.8,22.6,20.3,4.1,35355,5,2-dorm
323,3,3,irregular,2,1,7.8,27.3,27.1,4.4,47286,5,2-dorm
249,1,3,irregular,1,1,11.4,20,12.1,3.1,42007,4,1-dorm
384,4,4,irregular,3,2,7.7,35,30.2,9.9,64026,7,3-dorm-compacto
387,1,1,ancho,1,1,12.7,32,14.8,4.2,57497,7,1-dorm
362,4,2,ancho,2,1,13.9,41.4,18.9,4.7,63768,5,2-dorm
140,1,4,angosto,1,1,7.9,8.5,13.7,3.6,22692,4,1-dorm
169,3,2,irregular,2,1,5.1,16.3,23.8,5,43867,6,2-dorm
292,2,3,cuadrado,2,1,9.4,19.8,29.1,4.6,57343,6,2-dorm
104,3,2,irregular,3,1,5.8,9.4,38.7,4.3,51221,5,3-dorm-largo
395,3,1,ancho,3,3,8.4,36.5,39.7,11.4,78428,7,3-dorm-compacto
333,1,4,ancho,2,2,11.2,20.8,19.1,6.7,37621,5,2-dorm
235,2,1,irregular,1,1,10.2,20.7,10,3.8,41218,4,1-dorm
142,2,3,cuadrado,2,2,12.1,9.6,26.9,6.2,36014,5,2-dorm
399,3,1,angosto,2,1,6.3,35.8,26.2,3.3,47146,6,2-dorm
347,4,2,ancho,3,1,7.7,29.8,29.3,4.6,48491,5,3-dorm-compacto
184,2,1,angosto,1,1,11.1,17.1,12.5,4.4,43723,4,1-dorm
404,2,3,ancho,1,1,7.4,37.5,13.8,3.7,50973,7,1-dorm
355,3,2,ancho,2,2,10,37.1,25.7,6.4,52166,7,2-dorm
411,1,2,cuadrado,1,1,10.3,24.3,11.9,4.7,49979,6,1-dorm
374,2,3,angosto,2,1,5.5,26.8,20,4,52466,6,2-dorm
287,1,3,cuadrado,2,1,7.7,20.3,28.9,4.9,49935,7,2-dorm
136,3,2,ancho,3,2,10.9,11.2,35.1,6.7,54479,5,3-dorm-largo
352,4,3,ancho,3,2,12.4,41.2,34.1,9.8,94739,8,3-dorm-largo
345,1,1,angosto,2,2,9.7,23.5,29.7,6.2,54903,7,2-dorm
369,1,3,cuadrado,1,1,9.2,24.2,11.3,3.1,42594,4,1-dorm
354,3,3,angosto,2,1,9,34.9,21.8,3.6,68526,7,2-dorm
303,2,3,irregular,3,2,6.1,19.6,38.8,7.3,65400,5,3-dorm-largo
408,3,3,cuadrado,3,2,8.8,39,41.9,8.6,84495,8,3-dorm-compacto
392,3,4,cuadrado,2,2,9.6,39.9,18.6,7.5,74562,7,2-dorm
306,4,4,irregular,3,2,6.6,31.8,44.3,7.1,73425,8,3-dorm-compacto
208,4,3,cuadrado,2,1,7,18.9,23.1,5,41133,6,2-dorm
262,2,4,angosto,2,1,11.3,18.3,28.1,4.3,53194,7,2-dorm
360,4,4,angosto,2,1,7.9,36.3,22.3,4.7,55094,6,2-dorm
406,3,2,ancho,2,1,9,41.5,20.3,3.6,65556,5,2-dorm
364,4,4,ancho,2,1,7.7,39.7,19.1,3.1,55770,6,2-dorm
436,4,1,irregular,3,1,7.5,42.6,33.4,4,67799,7,3-dorm-compacto
200,4,3,irregular,3,2,8.2,19.3,35.3,9.9,68146,5,3-dorm-largo
163,1,1,angosto,2,1,11.8,13.7,26.9,3.2,44282,5,2-dorm
435,2,3,cuadrado,3,1,9.6,41.5,28.9,3.8,58368,9,3-dorm-compacto
372,1,3,cuadrado,2,2,8.5,30.1,28.6,9.5,52745,7,2-dorm
390,4,2,ancho,3,1,10.7,41.9,37.3,4.1,81706,9,3-dorm-largo
160,2,1,angosto,2,2,6.1,14.7,21.7,6.7,37449,4,2-dorm
192,2,2,irregular,2,1,10.1,15.7,23.3,3.7,49329,6,2-dorm
191,3,3,cuadrado,3,2,13.8,16.5,37.3,7.7,50423,6,3-dorm-compacto
159,2,4,irregular,2,2,9.5,10.4,29.7,8.8,49378,6,2-dorm
349,2,1,cuadrado,2,1,7.6,30.5,19.6,4.5,61149,7,2-dorm
281,4,2,cuadrado,2,1,12.6,27.5,18.4,3.1,54633,7,2-dorm
253,2,2,cuadrado,2,1,11.9,17.7,24.4,4.1,40728,7,2-dorm
335,1,4,angosto,1,1,8.4,19.4,11.2,4.8,32949,5,1-dorm
237,1,4,cuadrado,1,1,10,14.6,9.6,4.2,30654,5,1-dorm
274,4,4,angosto,3,1,11.2,30.4,32.8,3.8,77453,6,3-dorm-largo
353,3,4,irregular,2,2,8.4,27.4,23.5,9.6,68718,7,2-dorm
255,2,3,angosto,2,1,12.3,16,28.6,3.9,49920,5,2-dorm
187,4,3,irregular,3,2,9.3,20.7,34.1,8.3,48374,6,3-dorm-compacto
319,4,3,angosto,2,2,7.9,28.8,20.5,8.9,64582,7,2-dorm
